q_id,query
3334,Какая комиссия взимается при использовании Альфа-чека?
3335,Будут ли смс-оповещения продолжать предоставляться бесплатно?
3336,Какое уведомление связано с покупками?
3337,Какая комиссия взимается за уведомления по SMS?
3338,Списывается ли плата за уведомления со моего счета?
3339,Какие сообщения о счетах можно получить?
3340,Как разобраться с операциями 0?
3341,Какова цена уведомлений?
3342,"Нет, я имею в виду именно сообщение, которое появилось совсем недавно. Хотелось бы сначала разобраться, о чём шла речь."
3343,Какие тарифы связаны с получением уведомлений по карте о зачислении средств?
3344,Почему уведомления бесплатны?
3345,Какая услуга «альфа чек» и почему с моего счета списали деньги за нее?
3346,Какие вопросы связаны с дебетовыми картами?
3347,Какие действия предпринять при получении госуведомления?
3348,"Какая услуга ""Альфа чек"" и как её деактивировать? Откуда она появилась?"
3349,"Уточните, какие уведомления по детской карте являются бесплатными?"
3350,Альфа чек — что это за услуга и какая комиссия взимается с заблокированной карты?
3351,"Что означает это СМС, которое пришло?"
3352,Проблема с уведомлениями всё ещё существует
3353,"Здравствуйте, почему начали приходить смс-уведомления, если раньше их отключили? Не взимают ли плату за них сейчас? Или это сотрудник банка установил их при выдаче новой карты и стикера?"
3354,До какого времени действуют бесплатные SMS-уведомления по карте?
3355,Какие расходы связаны с получением смс-уведомлений?
3356,Как оплатить уведомления за все карты по 00 рублей в месяц?
3357,Как оформить подписку на смс-уведомления?
3358,Каким образом мне бесплатно подключили услугу уведомлений?
3359,Какая комиссия взимается за подписку на альфа чек?
3360,Какие команды SMS доступны?
3361,"Да, говорим о данных операциях"
3362,Как получить уведомление об операции и Альфа чек?
3363,"Нужно информировать о том, что всё является платным."
3364,Какой такой альфа чек и почему снимаются деньги за него?
3365,Какая комиссия взимается за уведомление и что это за уведомление?
3366,Как оформить подписку на уведомления?
3367,Какие суммы указаны на каждой из карт?
3368,Почему уведомления о зарплате на карту теперь платные?
3369,"Возможно, это SMS-оповещение, хотя точность не уверена, поэтому и было указано как ""непонятная""."
3370,Какое списание Альфа чек?
3371,Какие типы уведомлений рассматриваются? Включаются ли в расходы пуш-уведомления?
3372,Что означает альфа чек?
3373,"Okay, let's tackle this. The user wants a rephrased version of their query. The original is in Russian, so I need to make sure I understand it first. They mentioned an August 00 notification about a commission payment of XXXXX. They're asking what the commission is and which account it relates to."
3374,Как проверить чек покупки через приложение Альфа-Пей?
3375,"Прошу перевести на сотрудника, не приходит код активации карты"
3376,"Если активировать карту, связанную со счетом, будут ли списаны средства?"
3377,Нужно ли дополнительно активировать что-либо или начисление произойдет автоматически?
3378,"не блокируйте ничего, я нашел карту, радуйтесь"
3379,Какой способ активации карты не работает?
3380,где и когда можно забрать и активировать карту alfa travel?
3381,Как включить кредитную карту?
3382,Какой способ добавить карту для получения средств?
3383,Активировать карту для дополнительного держателя
3384,После включения все остается таким же
3385,Почему карта 0000 не активирована?
3386,Можно ли активировать это предложение?
3387,У меня отсутствует такой баннер и любое предложение на активацию.
3388,Где можно активировать её?
3389,"Не удается активировать карту при получении, не получается придумать ПИН-код."
3390,Хочу включить функцию
3391,Почему возникают трудности при активации карты?
3392,Мне не предоставили пластиковую карту.
3393,Как выполнить активацию карты Тройка через терминал?
3394,Карта с номером 0000 находится в активном состоянии?
3395,"Какая разница между функцией ""Добавить карту"" и ""Поделиться счетом""?"
3396,Как включить профиль?
3397,Как активировать счет для получения зарплаты?
3398,Как выполнить активацию кредитной карты после её перевыпуска?
3399,Как активировать беспроцентное снятие наличных на кредитной карте XXXXX?
3400,"Мне не требуется активировать карту, мне нужно удалить все неактивные."
3401,Нет кнопки для активации
3402,"Может быть, так как карту активировали всего минуту назад?"
3403,Почему карта снова не активирована? Трижды приезжали обновлять информацию.
3404,"Все активировано, но обе карты находятся на одном счету"
3405,Почему детская карта не активируется?
3406,Моя карта функционирует?
3407,Как будет происходить списание средств: через месяц или сразу при активации тарифа?
3408,"Okay, let's tackle this. The user wants a rephrased version of their query. The original message is a bit informal and includes some typos or maybe numbers that are unclear. They mentioned getting a credit card, activating it, and some numbers like 00 тыс р and 000.000. I need to preserve the"
3409,"Как быть, если к зарплатному счету привязана неактивированная дебетовая карта *0000?"
3410,"Что делать, если отсутствует пункт активации карты?"
3411,Когда станет возможным активировать кредитную карту?
3412,Я активировал зарплатный счёт. Объедините все мои карты с этим зарплатным счётом.
3413,Для получения детской карты необходимо активировать свою карту?
3414,Какие активные карты у меня есть?
3415,Как зарегистрировать карту без использования номера телефона?
3416,"Карта успешно активирована, правильно ли это?"
3417,"Активируйте, пожалуйста, карту для ребенка"
3418,Как активировать карту ЗП или как создать виртуальную карту?
3419,"Оплатил ЖКХ для получения 0% кэшбэка, но в прогнозе начисления кэшбэка его нет. Будет ли по этой операции 0% кэшбэка?"
3420,Почему не предоставляется кэшбэк при оплате коммунальных услуг?
3421,"Оплатил ЖКУ через приложение, но кешбек 0% — когда он придет и придет ли вообще?"
3422,Почему отсутствует прогноз кэшбэка при оплате ЖКХ?
3423,Какой причине не начислили 0% кэшбека после оплаты ЖКХ согласно условиям?
3424,"Оплата за газ произведена 00 августа, но кэшбэк не отображается"
3425,Будет ли начислен кэшбек за оплату ЖКХ или я ошиблась при оплате?
3426,"Плачу через приложение по QR-коду за коммунальные услуги, но в истории отображается как перевод в другой банк, и кэшбэк отсутствует."
3427,"Оплатила ЖКХ через приложение, но кешбек не был начислен"
3428,Почему кэшбэк за оплату коммунальных услуг не был начислен?
3429,Почему кешбек за ЖКУ не поступает в этом месяце?
3430,"Оплатил коммунальные услуги, но кэшбэк не поступил."
3431,"Как сделать так, чтобы платежи ЖКХ не мешали на экране?"
3432,Можно ли получить кешбэк при оплате ЖКУ через счета в разделе Платежи?
3433,Почему отсутствует кэшбек за ЖКХ?
3434,"Вчера произвела первый платеж за коммунальные услуги через Альфа-банк, но он так и не был зачислен. Через сколько времени вы передаете данные?"
3435,"Подключен кэшбэк на коммунальные платежи, оплатила 0.00, но начисления не поступили?"
3436,Почему не было начислено кэшбэк за коммунальные услуги?
3437,Почему кэшбэк за оплату коммунальных услуг не был начислен 00.00.00?
3438,Почему кешбэк за коммунальные услуги не начислен?
3439,У меня не показываются кэшбэки по коммунальным платежам
3440,Почему кэшбэк не был начислен при оплате коммунальных услуг?
3441,Почему при оплате КУ по квартальному коду не начисляется кэшбэк?
3442,"Okay, let's tackle this. The user wants a rephrased version of their query. The original is about paying for a service via a bank app and not getting a 0% cashback as expected."
3443,"Могу ли я получить кешбек за оплату ЖКХ картой Альфа через приложение Госуслуги ""Дом""?"
3444,Почему кэшбэк за коммунальные услуги этого месяца не был начислен?
3445,"Уточните, пожалуйста, какая максимальная сумма кэшбэк за коммунальные платежи составляет 000 рублей?"
3446,Как получить кэшбэк за коммунальные услуги?
3447,Каким образом можно оплатить коммунальные услуги для получения большего кэшбэка?
3448,Будет ли возвращение средств за оплату коммунальных услуг через кредитную карту?
3449,"0 сентября произвел оплату за электроэнергию в размере 0000 рублей, в чеке указано, что это коммунальные услуги, однако кешбек составляет 0 процентов."
3450,Будет ли кэшбэк за ЖКХ сегодня?
3451,"Оплатила коммунальные услуги, но кэшбек 0% не поступил."
3452,Какой размер кэшбека предусмотрен для коммунальных услуг?
3453,Рассчитывают ли кэшбэк за услуги ЖКХ?
3454,"Почему кэшбэк за коммунальные услуги отсутствует в истории операций, категория указана?"
3455,Почему не был начислен Кешбек 0% за коммунальные услуги?
3456,Почему не поступил кэшбэк за коммунальные услуги?
3457,"Кешбек за сентябрь был назначен на коммунальные услуги, но при оплате он не был начислен. Почему?"
3458,"Я заплатила за коммунальные услуги, но кэшбек не поступил. Почему?"
3459,Почему у меня есть кешбек на коммунальные услуги?
3460,Почему кешьбек не начисляется на категорию оплаты коммунальных услуг за август?
3461,"00 августа была произведена оплата коммунальных услуг, за которую должен быть отображен кеш-бэк в истории, но его нет."
3462,Как получить кэшбэк при оплате ЖКУ?
3463,"Мне сообщили, что одобрение прошло, и в течение 00 часов ⏰️ средства поступят на счет."
3464,Почему текущий кредит связан с дебетовой картой?
3465,Какой способ оплаты кредита на рефинансирование не работает?
3466,Когда можно ожидать зачисления средств по кредиту?
3467,Почему в приложении невозможно получить кредит?
3468,Кредитные средства до сих пор не поступили
3469,Куда будут направлены средства по кредиту?
3470,Какая проблема возникает при оформлении кредитной карты в приложении?
3471,Почему размер кредита не снижается?
3472,Когда будет доступен платеж по кредиту?
3473,Какая проблема возникла с отображением кредитной карты в приложении?
3474,Как получить кредит КУ в приложении?
3475,В течение какого времени происходит зачисление средств по кредиту?
3476,"Как вернуть кредит ""деньги под руку"", если он отсутствует в интерфейсе приложения?"
3477,"Какой способ погашения кредита предусмотрен до 0 сентября, если средств пока нет?"
3478,"здравствуйте, у меня было предложение на кредит на 000 тыс., я оформила кредит, но его не вижу"
3479,Когда поступят деньги после оформления кредита онлайн?
3480,Почему не поступили средства по кредиту?
3481,"Какие действия предпринять, если деньги не пришли после оформления?"
3482,"Какие действия предпринять, если через 00 часов деньги не поступили после получения кредита?"
3483,Каждый месяц Надя должна оплачивать кредит.
3484,"Когда состоится зачисление средств по кредиту, оформленному 0 сентября?"
3485,Когда будет зачислено обещанное количество 0000?
3486,Можно ли узнать срок поступления средств по кредиту?
3487,Когда будет зачислено поступление средств по кредиту?
3488,Каким образом можно получить кредитную карту с нужным лимитом?
3489,Какой способ получения средств по кредиту был выбран?
3490,"здравствуйте, получил кредит на 00.000, согласился подождать 00 минут, но в итоге средств не оказалось"
3491,Как проверить зачисление средств по кредиту?
3492,"Как сделать, чтобы кредит был зачислен на карту?"
3493,"Я оформил кредит на 0000, но по-прежнему не получил никаких сообщений после нескольких минут ожидания."
3494,"Здравствуйте, кредитная карта одобрена на 00 000, у меня сейчас 00, сотрудник банка сообщил, что через четыре часа добавят еще 00."
3495,"Какой шаг предпринять, если приложение зависло на этапе оформления кредита?"
3496,Что означает это предложение в программе: зачисление моментально 00.000 руб?
3497,Почему кредит не показывается у меня?
3498,Каким образом заказанная карта с лимитом XXXXX оказалась на XXXXX?
3499,"Как произвести погашение кредита, если в приложении указано другое значение?"
3500,"Могу ли я начать использовать кредитную карту, которую оформил?"
3501,"Кредит, который был взят, не показывается."
3502,Как проверить наличие кредитной карты в приложении?
3503,"Okay, let's tackle this. The user wants a rephrased version of ""Когда будет зачисление кредита"". First, I need to understand the original query. It's asking about when the credit will be credited, probably referring to the timing of the loan disbursement."
3504,"Как быть, если кредит на залог авто одобрен, но деньги не поступили через указанное время?"
3505,"Могу ли я узнать, когда поступит сумма кредита на мой счет?"
3506,Когда будут зачислены оставшиеся средства на кредитную карту?
3507,Как проверить статус платежа по счету 00000000000000000000 в онлайн-банке?
3508,Как проверить историю операций по заблокированной кредитной карте через интернет?
3509,"Почему платеж, отправленный мной на сумму 00000₽, отсутствует в истории?"
3510,"Почему не отображается история оплаты на сумму 000 последнюю, несмотря на то, что средства списаны?"
3511,"Я оплатила через QR-код за сад, но в истории нет записи, где можно посмотреть статус этой транзакции?"
3512,"Меня интересует платеж, проведённый сегодня, который отразился как штрафы и налоги на 000 рублей, но в истории показывается 000."
3513,Как проверить наличие платежей ЖКХ в истории транзакций и отобразить все расходы с карты сразу?
3514,"Покупка отсутствует в истории, она не показывается"
3515,А почему данная операция отображается в истории?
3516,"Только что произвела оплату коммунальных услуг на сумму 000 рублей, но транзакция отсутствует в истории операций."
3517,"Почему в истории операций не отображается оплата счета на сумму XXXXX? Нужно сообщить получателю, что счет был оплачен."
3518,почему в истории не показывается оплата через реквизиты
3519,Почему история не отображается?
3520,Почему транзакция не показывается в истории?
3521,Почему отсутствует операция списания за сегодня на сумму 00000 рублей?
3522,"Как проверить, кому был совершен перевод?"
3523,Как очистить историю переводов в телефоне?
3524,"Почему после оплаты квитанции деньги были списаны, но запись отсутствует в истории?"
3525,где находится платеж в истории после оплаты капитального ремонта в размере 508 рублей 95 копеек?
3526,Как получить информацию за 0000 год?
3527,"Почему история операций по совместному счету отсутствует? Вижу только собственные операции по привязанным картам, а действия владельца счета не отображаются."
3528,"Как проверить, был ли платеж совершен? Не наблюдаю его в истории."
3529,Когда будет отражен перевод на расчетный счет в другой банк?
3530,"Здравствуйте, недавно произвел оплату коммунальных услуг на сумму 00000,00, но в истории транзакций платеж не отображается, при этом баланс на карте уменьшился, - сообщите, был ли платеж обработан"
3531,Какая история операции?
3532,Почему в истории операций не показывается оплата за газ?
3533,Почему платежи не отображаются?
3534,"Okay, let's tackle this. The user wants a rephrased version of their query. The original message is in Russian, so I need to make sure I understand it correctly first. The user, named Gennadiy, greeted someone and mentioned that they made a payment for utilities using an Alpha account, but the transaction didn't show up in the"
3535,Ничего не записывается в историю!
3536,Как обеспечить видимость истории операций всем участникам совместного счета?
3537,"Как проверить, куда были переведены денежные средства?"
3538,"Как мне узнать, когда вы предоставите всю историю?"
3539,Почему платеж от 00.00.00 за обучение отсутствует в Истории платежей?
3540,Как мне отыскать операцию?
3541,Почему в истории не показываются две операции?
3542,"Как оплатить услугу за образование, если деньги списаны, но в истории нет уведомления?"
3543,Платеж не отображается в истории.
3544,"Как определить, от кого поступил перевод?"
3545,Операции проводились более года назад.
3546,"В приложении отсутствует информация о истории, брокерском счете и карте"
3547,"Я оплатила обучение ребенка со своего счета, деньги списались, но квитанция отсутствует в истории."
3548,Перевод не показывается в приложении
3549,"Как оплатить обучение, если деньги списались, но в истории платежей их нет?"
3550,Почему перевод не отображается в истории? Списание со счета 0*0000; Перевод на сумму 00000.00 RUB; Получатель: 000*0000; 0 сентября 00:00. 00 сентября 0
3551,Какая карта лучше: виза или мастеркард?
3552,Гонконг
3553,My card has been blocked
3554,What is a smart deal?
3555,Можно ли выдать дебетовую карту Visa?
3556,"Могу ли я получить карту, если нахожусь в Крыму?"
3557,Можно ли использовать карту *0000 для оплаты в Дубае?
3558,Как произвести оплату за границей картой при поездке в отпуск?
3559,Kion?
3560,Работает ли приложение Alpha Travel в Сербии?
3561,"Какая карта будет работать в Китае, если я планирую лететь туда осенью?"
3562,Какие карты сейчас позволяют оплатить за границей?
3563,Можно ли получить карту Халва?
3564,Каковы особенности языка Python?
3565,"Okay, let's tackle this. The user wants a rephrased version of their query. The original is: ""Здравствуйте. Моя карта *0000, можно ли ей расплачиваться в Абхазии?"""
3566,"Как определить, какой картой производить оплату для счета Белорусский?"
3567,Как оплачивать расходы за границей?
3568,На карту MasterCard Alfa Pay условия не распространяются?
3569,Можно ли использовать кредитную карту для оплаты в Китае?
3570,Как получить карту Union Pay?
3571,Можно ли заменить карту Mastercard на Мир?
3572,You have been charged 000 rubles for the Alfa subscription even though you did not take it.
3573,Можно ли оплатить по карте в Турции?
3574,"То есть только через карту, а не через МирПей?"
3575,Есть ли в альяне банка карта юнион пэй?
3576,Есть ли у меня Visa-карта?
3577,Можно ли открыть карту Union Pay?
3578,Как получить карту Visa?
3579,Работает ли карта Альфа банка в Вьетнаме?
3580,"Как заменить карту Visa, если она не работает при бесконтактной оплате?"
3581,работает ли карта альфа банка в белоруссии?
3582,Можно ли оформить карту Юнион пэй у вас?
3583,Могу ли я оплатить в Турции?
3584,"Могу ли я использовать карту Валберис, Джум для оплаты?"
3585,Можно ли оплатить картой в Украину? Есть ли сейчас проблемы с этим?
3586,Могу ли я использовать свою карту для оплаты в Белоруссии?
3587,"Есть ли у вас карты, которые работают в Европе?"
3588,Мне требуется получить карту Visa
3589,Можно ли оплатить картой МИР в Шардже?
3590,Есть ли в Альфа банке услуга открытия иностранных карт Visa/MasterCard?
3591,Какая карта Visa в России не поддерживает бесконтактную оплату?
3592,Хочу карту для оплаты за рубежом
3593,Оплата картой за пределами страны
3594,I would like to update my contact number to +00000000000.
3595,Как настроить ограничение на конкретную категорию товаров?
3596,Как предотвратить списание средств со счета карты?
3597,"Если установлю лимит, смогу ли я использовать детскую карту?"
3598,"Можно ли снять ограничение по оплате, которое я установил в приложении?"
3599,Есть ли ограничения по магазинам и по цене товара?
3600,"Хочу, чтобы с моей карты не проводились онлайн-покупки"
3601,Как сделать возможной оплату?
3602,Как настроить ограничение на покупки по карте?
3603,Как установить ограничение на карту для ребенка?
3604,Как подать заявление на ограничение списаний?
3605,Как установить лимит транзакции для детской карты?
3606,"Можно ли частично снять ограничения для возможности совершать покупки, оплачивать коммунальные услуги и переводить средства только родственникам?"
3607,Как запретить онлайн-оплату?
3608,Как снять ограничение на лимит карты?
3609,"Могу ли я установить запрет на оплату этой компании, так как не могу изменять реквизиты и получаю социальные выплаты?"
3610,Могу ли я самостоятельно установить или изменить лимит?
3611,Как снять ограничение на операцию?
3612,У меня есть некоторые ограничения на оплату в интернете
3613,У меня отсутствуют лимиты. Покупка по карте с окончанием номера 00 запрещена.
3614,"В дальнейшем рекомендуется банку. Пожалуйста, предусмотрите возможность блокировки всех переводов на счета детей. Это повысит безопасность."
3615,Как снять ограничение на карты?
3616,Нужно увеличить лимит на переводы по карте для оплаты большой покупки
3617,"Как открыть новую карту, если невозможно снять ограничения?"
3618,Как устранить проблему перевода между счетами
3619,Почему был установлен запрет на переводы?
3620,Запрет на списание средств со счета карты
3621,Как установить ограничение на переводы через СБП по карте ребенка?
3622,Можно ли использовать карту для оплаты при наличии ограничения?
3623,Как установить ежедневный лимит на карту?
3624,Как я могу сбросить этот лимит каждый XXXXX день?
3625,Как снять ограничение на оплату в интернете?
3626,Можно ли установить ограничение на списание средств?
3627,Лимит продолжает оставаться неснятой.
3628,Как помочь с вопросами по лимитам?
3629,Как мне настроить возможность оплаты через кредитную карту?
3630,Как запретить выдачу дебетовых карт ребенку?
3631,Хочу отменить ограничения на платежи
3632,Как изменить лимит снятия наличных в день?
3633,Как настроить индивидуальные ограничения для детской карты?
3634,Могу ли я установить лимит только для конкретного близкого человека?
3635,Как настроить блокировку оплаты через интернет?
3636,Как избежать блокировки карты при переводах в соответствии с новым законом?
3637,Хочу снять ограничение на карту для снятия средств
3638,Как временно заблокировать транзакции на кредитной карте?
3639,"Если чип с банковской карты отпал, и я заказал новую карту, останется ли тот же расчетный счет?"
3640,Как изменить PIN-код карты?
3641,Как изменить код?
3642,Как изменить PIN-код карты через личный кабинет?
3643,Как разблокировать пин-код карты 0000 для супруги и исправить ошибку при оплате?
3644,Забыл пароль от карты?
3645,Как проверить свой текущий ПИН-код?
3646,Как проверить пароль карты?
3647,Как восстановить карту после блокировки из-за неверного ввода ПИН-кода?
3648,"Okay, let's tackle this. The user wants a rephrased version of their query. The original is asking how to change the PIN code used for card payments at the cash register. I need to make sure all key elements are there: changing the PIN, card payment, cash register. Let me think of different ways to phrase that."
3649,Как определить ПИН-код карты для пополнения счета через банкомат?
3650,Как изменить PIN-код?
3651,Как восстановить забытый пароль от кредитной карты?
3652,"Okay, let's tackle this. The user's original query is ""Не понимаю, установился пин код или нет."" They're confused about whether their PIN code has been set. I need to rephrase this while keeping the meaning intact."
3653,"Как проверить пин-код, если он забыт?"
3654,Как определить необходимый код?
3655,"Сын несколько раз неверно ввел PIN-код в банкомат, и карта была заблокирована, теперь он не может ее использовать для оплаты."
3656,Как разобраться с PIN-кодом?
3657,Как применять чип?
3658,"Войти в банк не удалось из-за ошибки пароля, необходимо срочно оплатить, но не получилось."
3659,Как изменить PIN-код?
3660,"Как определить PIN-код карты, если он забыт?"
3661,Как настроить PIN-код?
3662,"Где можно найти свой PIN-код карты, если он забыт?"
3663,Как изменить PIN-код?
3664,"Как восстановить пароль для аккаунта выдающегося партнёра, если известен адрес электронной почты XXXXX@gmail.com?"
3665,Как изменить PIN-код карты?
3666,"Попыталась оплатить кредитной картой, но не удалось из-за исчерпания лимита ввода ПИН-кода. Ввели ПИН только один раз. Что делать?"
3667,Забыл PIN-код карты?
3668,Почему не приходит уведомление при изменении пароля на карте?
3669,Забыл пароль от карты
3670,Как изменить пароль карты при потере доступа?
3671,Как снять наличные из банкомата без знания ПИН-кода карты?
3672,Как изменить PIN-код?
3673,"Не удалось снять деньги дважды в банкомате, указав неверный ПИН-код."
3674,"Как восстановить PIN-код карты, если его забыли?"
3675,Нет доступа к банкомату для активации ПИН-кода
3676,"Как изменить старый, если он мне неизвестен, где можно узнать его?"
3677,Как восстановить PIN-код для карты?
3678,Хочу изменить PIN-код.
3679,Пин-код был введен неверно.
3680,Как разблокировать PIN-код карты?
3681,"Я, очевидно, перепутала пин-код."
3682,Как изменить PIN-код на карте?
3683,Почему общая сумма долга превышает расходы по нему?
3684,Какой была последняя сумма снятия со счета по карте?
3685,Как определить текущий баланс и где его проверить?
3686,Есть ли в приложении Альфа функция просмотра расходов за месяц по определённому счёту?
3687,Как проверить расходы за предыдущий месяц?
3688,"Не понимаю, когда, у меня много расходов - использую карту каждый день, не могу просмотреть все месяцы. Проверьте по фильтрам самостоятельно."
3689,"Не были предупреждены о списании комиссии за выпуск, не ожидалась такая сумма расходов"
3690,Как удалить все дополнительные расходы?
3691,Какая среднестатистическая величина была в прошлом месяце?
3692,Как влияет оскорбление на карту?
3693,Какая связь между ставкой и расходами?
3694,Уже израсходовано 00 т р +
3695,Есть ли округление сумм расходов?
3696,Можно ли предоставить информацию о сумме?
3697,Как проверить общий объем расходов за конкретный период?
3698,"Как сделать так, чтобы некорректная сумма расхода в 0000 рублей в категории ""Подарки"" перестала отображаться?"
3699,Можно ли узнать больше о других расходах?
3700,Как получить 00% без условий на два месяца?
3701,Как определить сумму внесенных средств и текущий баланс?
3702,"Так было на счету 000.000 (округлено), потрачено 00.000 и 0.000, также были небольшие расходы, осталось 00.000 и даже больше."
3703,"Почему ежедневно увеличивается сумма, требуемая для повышения ставки? Вчера нужно было потратить 00,0 тыс рублей, сейчас 00,0 тыс рублей."
3704,Как проверить расходы за текущий месяц?
3705,Почему не отображаются расходы и списания с карты за прошедшие месяцы 0000 года?
3706,Как проверить расходы?
3707,"Okay, let's tackle this. The user wants a rephrased version of their query. The original question is about why transfers in history are counted as expenses and not as a separate accounting item. They find it inconvenient."
3708,"Как определить расходы за XXXXX, если история начинается с XXXXX?"
3709,Как оплатить расходы по новой дебетовой карте?
3710,Какой способ позволяет определить полную сумму?
3711,Какова зависимость от расходов в первые 0 месяцев?
3712,Какая сумма была списана?
3713,Когда и на какую сумму были оформлены сделки и какой процент был применен?
3714,Какие средства были потрачены и где они отражены за указанный период?
3715,Было достаточно трат.
3716,Где можно найти статистику по расходам?
3717,Могут ли быть только дебетовые операции по моей кредитной карте?
3718,Есть ли ограничение по сумме расходов для такого процента?
3719,"Я уже видел это и поэтому написал, больше не планирую крупных покупок"
3720,Сумма транзакции составляет 00000
3721,"Как определить, сколько средств было списано, если в тратах указано 0000, а в чеке другая сумма?"
3722,Как получить 0% при любых расходах по карте в первые два месяца?
3723,"Как определить, сколько еще осталось выполнить?"
3724,Какова сумма расходов на 0% продуктов из XXXXX?
3725,"Какие картинки представлены только на один момент времени, поэтому сумма в приложении показывается неправильно."
3726,"Какие действия я предприняла, потратив деньги?"
